index,TYPE,YEAR,MONTH,HUNDRED_BLOCK,NEWADDRESS,lat,lon
215,Mischief Under $5000,2013,1,5XX ABBOTT ST,"500 ABBOTT ST ,Vancouver, Canada",49.281065,-123.107583
216,Mischief Under $5000,2013,1,1XX MAIN ST,"100 MAIN ST ,Vancouver, Canada",49.283864,-123.099539
217,Mischief Under $5000,2013,1,6XX SEYMOUR ST,"600 SEYMOUR ST ,Vancouver, Canada",49.283049,-123.115386
218,Mischief Under $5000,2013,1,2XX CAMBIE ST,"200 CAMBIE ST ,Vancouver, Canada",49.283932,-123.108986
219,Mischief Under $5000,2013,1,3XX SEMLIN DR,"300 SEMLIN DR ,Vancouver, Canada",49.281967,-123.063633
220,Mischief Under $5000,2013,1,6XX MAIN ST,"600 MAIN ST ,Vancouver, Canada",49.279489,-123.099747
221,Mischief Under $5000,2013,1,13XX E HASTINGS ST,"1300 E HASTINGS ST ,Vancouver, Canada",49.281255,-123.077105
222,Mischief Under $5000,2013,1,1XX W GEORGIA ST,"100 W GEORGIA ST ,Vancouver, Canada",49.278847,-123.112319
223,Mischief Under $5000,2013,1,1XX E PENDER ST,"100 E PENDER ST ,Vancouver, Canada",49.280473,-123.10216
224,Mischief Under $5000,2013,1,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
225,Mischief Under $5000,2013,1,9XX MAINLAND ST,"900 MAINLAND ST ,Vancouver, Canada",49.277772,-123.117489
226,Mischief Under $5000,2013,1,1XX E 7TH AVE,"100 E 7TH AVE ,Vancouver, Canada",49.264635,-123.102895
227,Mischief Under $5000,2013,1,58XX WILTSHIRE ST,"5800 WILTSHIRE ST ,Vancouver, Canada",49.233466,-123.146335
228,Mischief Under $5000,2013,1,14XX W 8TH AVE,"1400 W 8TH AVE ,Vancouver, Canada",49.264462,-123.136252
229,Mischief Under $5000,2013,1,COLUMBIA ST / W 7TH AVE,"COLUMBIA ST / W 7TH AVE ,Vancouver, Canada",49.265075,-123.120785
230,Mischief Under $5000,2013,1,16XX E 13TH AVE,"1600 E 13TH AVE ,Vancouver, Canada",49.258701,-123.071929
231,Mischief Under $5000,2013,1,1XX POWELL ST,"100 POWELL ST ,Vancouver, Canada",49.28327,-123.102095
232,Mischief Under $5000,2013,1,17XX POWELL ST,"1700 POWELL ST ,Vancouver, Canada",49.283908,-123.070085
233,Mischief Under $5000,2013,1,8XX PACIFIC ST,"800 PACIFIC ST ,Vancouver, Canada",49.276079,-123.130992
234,Mischief Under $5000,2013,1,23XX E 45TH AVE,"2300 E 45TH AVE ,Vancouver, Canada",49.229405,-123.05895
235,Mischief Under $5000,2013,1,27XX W 6TH AVE,"2700 W 6TH AVE ,Vancouver, Canada",49.266608,-123.166496
236,Mischief Under $5000,2013,1,89XX SHAUGHNESSY ST,"8900 SHAUGHNESSY ST ,Vancouver, Canada",49.203966,-123.127722
237,Mischief Under $5000,2013,1,26XX E BROADWAY AVE,"2600 E BROADWAY AVE ,Vancouver, Canada",49.262019,-123.052202
238,Mischief Under $5000,2013,1,10XX COTTON DR,"1000 COTTON DR ,Vancouver, Canada",49.276374,-123.071445
239,Mischief Under $5000,2013,1,5XX W BROADWAY AVE,"500 W BROADWAY AVE ,Vancouver, Canada",49.263229,-123.115012
240,Mischief Under $5000,2013,1,72XX BLAKE ST,"7200 BLAKE ST ,Vancouver, Canada",49.21818,-123.028944
241,Mischief Under $5000,2013,1,1XX W 49TH AVE,"100 W 49TH AVE ,Vancouver, Canada",49.225889,-123.108828
242,Mischief Under $5000,2013,1,18XX E 11TH AVE,"1800 E 11TH AVE ,Vancouver, Canada",49.260459,-123.06791
243,Mischief Under $5000,2013,1,84XX JELLICOE ST,"8400 JELLICOE ST ,Vancouver, Canada",49.207623,-123.0477
244,Mischief Under $5000,2013,1,16XX COMMERCIAL DR,"1600 COMMERCIAL DR ,Vancouver, Canada",49.270518,-123.069593
245,Mischief Under $5000,2013,1,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
246,Mischief Under $5000,2013,1,50XX ANN ST,"5000 ANN ST ,Vancouver, Canada",49.239213,-123.02811
247,Mischief Under $5000,2013,1,2XX ALVIN NAROD MEWS,"200 ALVIN NAROD MEWS ,Vancouver, Canada",49.274789,-123.120318
248,Mischief Under $5000,2013,1,31XX E 15TH AVE,"3100 E 15TH AVE ,Vancouver, Canada",49.256369,-123.039079
249,Mischief Under $5000,2013,1,5XX HOMER ST,"500 HOMER ST ,Vancouver, Canada",49.282662,-123.112073
250,Mischief Under $5000,2013,1,12XX E 63RD AVE,"1200 E 63RD AVE ,Vancouver, Canada",49.212872,-123.08151
251,Mischief Under $5000,2013,1,15XX E 2ND AVE,"1500 E 2ND AVE ,Vancouver, Canada",49.268731,-123.073522
252,Mischief Under $5000,2013,1,35XX E 26TH AVE,"3500 E 26TH AVE ,Vancouver, Canada",49.247052,-123.028587
253,Mischief Under $5000,2013,1,10XX BURNABY ST,"1000 BURNABY ST ,Vancouver, Canada",49.278448,-123.130358
254,Mischief Under $5000,2013,1,11XX PENDRELL ST,"1100 PENDRELL ST ,Vancouver, Canada",49.281087,-123.130121
255,Mischief Under $5000,2013,1,7XX W 42ND AVE,"700 W 42ND AVE ,Vancouver, Canada",49.232773,-123.122603
256,Mischief Under $5000,2013,1,1XX E PENDER ST,"100 E PENDER ST ,Vancouver, Canada",49.280473,-123.10216
257,Mischief Under $5000,2013,1,35XX WORTHINGTON DR,"3500 WORTHINGTON DR ,Vancouver, Canada",49.252913,-123.027597
258,Mischief Under $5000,2013,1,3XX E 51ST AVE,"300 E 51ST AVE ,Vancouver, Canada",49.223703,-123.099398
259,Mischief Under $5000,2013,1,14XX ROBSON ST,"1400 ROBSON ST ,Vancouver, Canada",49.288158,-123.130172
260,Mischief Under $5000,2013,1,45XX WALDEN ST,"4500 WALDEN ST ,Vancouver, Canada",49.244447,-123.09994
261,Mischief Under $5000,2013,1,75XX BEADNELL CRT,"7500 BEADNELL CRT ,Vancouver, Canada",49.215684,-123.026834
262,Mischief Under $5000,2013,1,27XX W 4TH AVE,"2700 W 4TH AVE ,Vancouver, Canada",49.268346,-123.166348
263,Mischief Under $5000,2013,1,38XX W 19TH AVE,"3800 W 19TH AVE ,Vancouver, Canada",49.255569,-123.188025
264,Mischief Under $5000,2013,1,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
265,Mischief Under $5000,2013,1,21XX CASSIAR ST,"2100 CASSIAR ST ,Vancouver, Canada",49.264699,-123.031008
266,Mischief Under $5000,2013,1,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
267,Mischief Under $5000,2013,1,71XX ONTARIO ST,"7100 ONTARIO ST ,Vancouver, Canada",49.220231,-123.106077
268,Mischief Under $5000,2013,1,2XX E GEORGIA ST,"200 E GEORGIA ST ,Vancouver, Canada",49.278572,-123.099781
269,Mischief Under $5000,2013,1,38XX DUNBAR ST,"3800 DUNBAR ST ,Vancouver, Canada",49.252857,-123.18515
270,Mischief Under $5000,2013,1,7XX E 39TH AVE,"700 E 39TH AVE ,Vancouver, Canada",49.234765,-123.090389
271,Mischief Under $5000,2013,1,55XX TYNE ST,"5500 TYNE ST ,Vancouver, Canada",49.234053,-123.030424
272,Mischief Under $5000,2013,1,17XX MAIN ST,"1700 MAIN ST ,Vancouver, Canada",49.304894,-123.027119
273,Mischief Under $5000,2013,1,28XX ASH ST,"2800 ASH ST ,Vancouver, Canada",49.260503,-123.117627
274,Mischief Under $5000,2013,1,11XX KASLO ST,"1100 KASLO ST ,Vancouver, Canada",49.275373,-123.046853
275,Mischief Under $5000,2013,1,12XX ROBSON ST,"1200 ROBSON ST ,Vancouver, Canada",49.286123,-123.127159
276,Mischief Under $5000,2013,1,10XX GRANVILLE ST,"1000 GRANVILLE ST ,Vancouver, Canada",49.279265,-123.123024
277,Mischief Under $5000,2013,1,7XX W GEORGIA ST,"700 W GEORGIA ST ,Vancouver, Canada",49.282553,-123.118174
278,Mischief Under $5000,2013,1,18XX E 11TH AVE,"1800 E 11TH AVE ,Vancouver, Canada",49.260459,-123.06791
279,Mischief Under $5000,2013,1,8XX HOWE ST,"800 HOWE ST ,Vancouver, Canada",49.282016,-123.120805
280,Mischief Under $5000,2013,1,12XX W 11TH AVE,"1200 W 11TH AVE ,Vancouver, Canada",49.261592,-123.131448
281,Mischief Under $5000,2013,1,23XX GUELPH ST,"2300 GUELPH ST ,Vancouver, Canada",49.264303,-123.094868
282,Mischief Under $5000,2013,1,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
283,Mischief Under $5000,2013,1,34XX W 39TH AVE,"3400 W 39TH AVE ,Vancouver, Canada",49.236417,-123.180371
284,Mischief Under $5000,2013,1,23XX GUELPH ST,"2300 GUELPH ST ,Vancouver, Canada",49.264303,-123.094868
285,Mischief Under $5000,2013,1,7XX E 60TH AVE,"700 E 60TH AVE ,Vancouver, Canada",49.215638,-123.090849
286,Mischief Under $5000,2013,1,81XX LORD ST,"8100 LORD ST ,Vancouver, Canada",49.211445,-123.118587
287,Mischief Under $5000,2013,1,1XX E CORDOVA ST,"100 E CORDOVA ST ,Vancouver, Canada",49.282346,-123.102224
288,Mischief Under $5000,2013,1,66XX FRASER ST,"6600 FRASER ST ,Vancouver, Canada",49.224516,-123.090691
289,Mischief Under $5000,2013,1,12XX W BROADWAY AVE,"1200 W BROADWAY AVE ,Vancouver, Canada",49.263493,-123.131445
290,Mischief Under $5000,2013,1,22XX GRANVILLE ST,"2200 GRANVILLE ST ,Vancouver, Canada",49.266173,-123.138452
291,Mischief Under $5000,2013,1,QUEBEC ST / TERMINAL AVE,"QUEBEC ST / TERMINAL AVE ,Vancouver, Canada",0.0,0.0
292,Mischief Under $5000,2013,1,16XX NAPIER ST,"1600 NAPIER ST ,Vancouver, Canada",49.274906,-123.074813
293,Mischief Under $5000,2013,1,10XX RICHARDS ST,"1000 RICHARDS ST ,Vancouver, Canada",49.277975,-123.121067
294,Mischief Under $5000,2013,1,11XX DAVIE ST,"1100 DAVIE ST ,Vancouver, Canada",49.280571,-123.131325
295,Mischief Under $5000,2013,1,56XX NANAIMO ST,"5600 NANAIMO ST ,Vancouver, Canada",49.233731,-123.058816
296,Mischief Under $5000,2013,1,5XX CAMPBELL AVE,"500 CAMPBELL AVE ,Vancouver, Canada",49.279965,-123.084845
297,Mischief Under $5000,2013,1,12XX KINGSWAY AVE,"1200 KINGSWAY AVE ,Vancouver, Canada",49.336314,-123.148569
298,Mischief Under $5000,2013,1,7XX GREAT NORTHERN WAY,"700 GREAT NORTHERN WAY ,Vancouver, Canada",49.266611,-123.088662
299,Mischief Under $5000,2013,1,COPLEY ST / E 18TH AVE,"COPLEY ST / E 18TH AVE ,Vancouver, Canada",49.254633,-123.101116
300,Mischief Under $5000,2013,1,28XX KITCHENER ST,"2800 KITCHENER ST ,Vancouver, Canada",49.272296,-123.046884
301,Mischief Under $5000,2013,1,15XX ROBSON ST,"1500 ROBSON ST ,Vancouver, Canada",49.288767,-123.131105
302,Mischief Under $5000,2013,1,31XX YUKON ST,"3100 YUKON ST ,Vancouver, Canada",49.257793,-123.113089
303,Mischief Under $5000,2013,1,5XX W 6TH AVE,"500 W 6TH AVE ,Vancouver, Canada",49.265753,-123.113721
304,Mischief Under $5000,2013,1,22XX EDDINGTON DR,"2200 EDDINGTON DR ,Vancouver, Canada",49.246772,-123.157138
305,Mischief Under $5000,2013,1,4XX W 44TH AVE,"400 W 44TH AVE ,Vancouver, Canada",49.230671,-123.114244
306,Mischief Under $5000,2013,1,5XX DAVIE ST,"500 DAVIE ST ,Vancouver, Canada",49.274827,-123.122604
307,Mischief Under $5000,2013,1,3XX ABBOTT ST,"300 ABBOTT ST ,Vancouver, Canada",49.282927,-123.106793
308,Mischief Under $5000,2013,1,63XX VICTORIA DR,"6300 VICTORIA DR ,Vancouver, Canada",49.227178,-123.065678
309,Mischief Under $5000,2013,1,1XX WATER ST,"100 WATER ST ,Vancouver, Canada",49.283891,-123.106375
310,Mischief Under $5000,2013,1,10XX BUTE ST,"1000 BUTE ST ,Vancouver, Canada",49.283972,-123.130058
311,Mischief Under $5000,2013,1,13XX W 11TH AVE,"1300 W 11TH AVE ,Vancouver, Canada",49.261624,-123.133837
312,Mischief Under $5000,2013,1,37XX W 10TH AVE,"3700 W 10TH AVE ,Vancouver, Canada",49.263487,-123.186106
313,Mischief Under $5000,2013,1,17XX E 11TH AVE,"1700 E 11TH AVE ,Vancouver, Canada",49.260467,-123.069891
314,Mischief Under $5000,2013,1,34XX W 8TH AVE,"3400 W 8TH AVE ,Vancouver, Canada",49.265143,-123.179813
315,Mischief Under $5000,2013,1,26XX CHARLES ST,"2600 CHARLES ST ,Vancouver, Canada",49.273273,-123.05209
316,Mischief Under $5000,2013,1,18XX LORNE ST,"1800 LORNE ST ,Vancouver, Canada",49.268827,-123.09936
317,Mischief Under $5000,2013,1,23XX TRIUMPH ST,"2300 TRIUMPH ST ,Vancouver, Canada",49.283902,-123.057626
318,Mischief Under $5000,2013,1,TAYLOR ST / W PENDER ST,"TAYLOR ST / W PENDER ST ,Vancouver, Canada",49.280553,-123.104695
319,Mischief Under $5000,2013,1,5XX SMITHE ST,"500 SMITHE ST ,Vancouver, Canada",49.278879,-123.119203
320,Mischief Under $5000,2013,1,16XX BURNABY ST,"1600 BURNABY ST ,Vancouver, Canada",49.284598,-123.139898
321,Mischief Under $5000,2013,1,13XX HOWE ST,"1300 HOWE ST ,Vancouver, Canada",49.276741,-123.128771
322,Mischief Under $5000,2013,1,3XX POWELL ST,"300 POWELL ST ,Vancouver, Canada",49.28322,-123.097573
323,Mischief Under $5000,2013,1,TISDALL ST / W 50TH AVE,"TISDALL ST / W 50TH AVE ,Vancouver, Canada",49.225229,-123.117385
324,Mischief Under $5000,2013,1,2XX SE MARINE DR,"200 SE MARINE DR ,Vancouver, Canada",49.211039,-123.10227
325,Mischief Under $5000,2013,1,7XX W GEORGIA ST,"700 W GEORGIA ST ,Vancouver, Canada",49.282553,-123.118174
326,Mischief Under $5000,2013,1,2XX E GEORGIA ST,"200 E GEORGIA ST ,Vancouver, Canada",49.278572,-123.099781
327,Mischief Under $5000,2013,1,35XX GRANDVIEW HWY,"3500 GRANDVIEW HWY ,Vancouver, Canada",49.258103,-123.028675
328,Mischief Under $5000,2013,1,2XX ABBOTT ST,"200 ABBOTT ST ,Vancouver, Canada",49.283465,-123.106577
329,Mischief Under $5000,2013,1,63XX VICTORIA DR,"6300 VICTORIA DR ,Vancouver, Canada",49.227178,-123.065678
330,Mischief Under $5000,2013,1,10XX ALBERNI ST,"1000 ALBERNI ST ,Vancouver, Canada",49.284,-123.121747
331,Mischief Under $5000,2013,1,30XX HORLEY ST,"3000 HORLEY ST ,Vancouver, Canada",49.238557,-123.043871
332,Mischief Under $5000,2013,1,2XX E HASTINGS ST,"200 E HASTINGS ST ,Vancouver, Canada",49.28134,-123.099774
333,Mischief Under $5000,2013,1,69XX VICTORIA DR,"6900 VICTORIA DR ,Vancouver, Canada",49.221028,-123.065897
334,Mischief Under $5000,2013,1,12XX E 8TH AVE,"1200 E 8TH AVE ,Vancouver, Canada",49.26335,-123.0787
335,Mischief Under $5000,2013,1,15XX E 6TH AVE,"1500 E 6TH AVE ,Vancouver, Canada",49.265125,-123.073595
336,Mischief Under $5000,2013,1,1XX E 1ST AVE,"100 E 1ST AVE ,Vancouver, Canada",49.270162,-123.102633
337,Mischief Under $5000,2013,1,28XX BENTALL ST,"2800 BENTALL ST ,Vancouver, Canada",49.258941,-123.032
338,Mischief Under $5000,2013,1,7XX GRANVILLE ST,"700 GRANVILLE ST ,Vancouver, Canada",49.282527,-123.118143
339,Mischief Under $5000,2013,1,42XX QUESNEL DR,"4200 QUESNEL DR ,Vancouver, Canada",49.248537,-123.17099
340,Mischief Under $5000,2013,1,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
341,Mischief Under $5000,2013,1,HAMILTON ST / NELSON ST,"HAMILTON ST / NELSON ST ,Vancouver, Canada",0.0,0.0
342,Mischief Under $5000,2013,1,15XX E HASTINGS ST,"1500 E HASTINGS ST ,Vancouver, Canada",49.281306,-123.073953
343,Mischief Under $5000,2013,1,5XX HOMER ST,"500 HOMER ST ,Vancouver, Canada",49.282662,-123.112073
344,Mischief Under $5000,2013,1,3XX E BROADWAY AVE,"300 E BROADWAY AVE ,Vancouver, Canada",49.262852,-123.098984
345,Mischief Under $5000,2013,1,15XX E 2ND AVE,"1500 E 2ND AVE ,Vancouver, Canada",49.268731,-123.073522
346,Mischief Under $5000,2013,1,QUEBEC ST / UNION ST,"QUEBEC ST / UNION ST ,Vancouver, Canada",0.0,0.0
347,Mischief Under $5000,2013,1,28XX E 54TH AVE,"2800 E 54TH AVE ,Vancouver, Canada",49.22021,-123.048358
348,Mischief Under $5000,2013,1,18XX TRIUMPH ST,"1800 TRIUMPH ST ,Vancouver, Canada",49.283501,-123.068197
349,Mischief Under $5000,2013,1,12XX E HASTINGS ST,"1200 E HASTINGS ST ,Vancouver, Canada",49.281074,-123.079171
350,Mischief Under $5000,2013,1,14XX COMOX ST,"1400 COMOX ST ,Vancouver, Canada",49.285092,-123.1342
351,Mischief Under $5000,2013,1,4XX E 43RD AVE,"400 E 43RD AVE ,Vancouver, Canada",49.231098,-123.097314
352,Mischief Under $5000,2013,1,20XX E 12TH AVE,"2000 E 12TH AVE ,Vancouver, Canada",49.259526,-123.064037
353,Mischief Under $5000,2013,1,32XX E 14TH AVE,"3200 E 14TH AVE ,Vancouver, Canada",49.257231,-123.03654
354,Mischief Under $5000,2013,1,MAIN ST / UNION ST,"MAIN ST / UNION ST ,Vancouver, Canada",49.277607,-123.096243
355,Mischief Under $5000,2013,1,COMMERCIAL DR / E 6TH AVE,"COMMERCIAL DR / E 6TH AVE ,Vancouver, Canada",49.265452,-123.097932
356,Mischief Under $5000,2013,1,10XX BEACH AVE,"1000 BEACH AVE ,Vancouver, Canada",49.276447,-123.1342
357,Mischief Under $5000,2013,1,87XX HUDSON ST,"8700 HUDSON ST ,Vancouver, Canada",49.207004,-123.134663
358,Mischief Under $5000,2013,1,1XX E HASTINGS ST,"100 E HASTINGS ST ,Vancouver, Canada",49.281454,-123.102102
359,Mischief Under $5000,2013,1,37XX W 19TH AVE,"3700 W 19TH AVE ,Vancouver, Canada",49.255568,-123.186623
360,Mischief Under $5000,2013,1,16XX E 6TH AVE,"1600 E 6TH AVE ,Vancouver, Canada",49.265102,-123.071606
361,Mischief Under $5000,2013,1,7XX HEATLEY AVE,"700 HEATLEY AVE ,Vancouver, Canada",49.278391,-123.089661
362,Mischief Under $5000,2013,1,COMMERCIAL DR / E 1ST AVE,"COMMERCIAL DR / E 1ST AVE ,Vancouver, Canada",49.269509,-123.059112
363,Mischief Under $5000,2013,1,1XX REGIMENT SQ,"100 REGIMENT SQ ,Vancouver, Canada",49.278464,-123.11015
364,Mischief Under $5000,2013,1,14XX HARO ST,"1400 HARO ST ,Vancouver, Canada",49.287206,-123.131009
365,Mischief Under $5000,2013,1,16XX FRANKLIN ST,"1600 FRANKLIN ST ,Vancouver, Canada",49.282277,-123.072467
366,Mischief Under $5000,2013,1,16XX E 14TH AVE,"1600 E 14TH AVE ,Vancouver, Canada",49.257771,-123.071711
367,Mischief Under $5000,2013,1,1XX W PENDER ST,"100 W PENDER ST ,Vancouver, Canada",49.281205,-123.108405
368,Mischief Under $5000,2013,1,30XX E KENT N AVE,"3000 E KENT N AVE ,Vancouver, Canada",49.263566,-123.138572
369,Mischief Under $5000,2013,1,7XX DRAKE ST,"700 DRAKE ST ,Vancouver, Canada",49.276044,-123.127689
370,Mischief Under $5000,2013,1,DUNDAS ST / NANAIMO ST,"DUNDAS ST / NANAIMO ST ,Vancouver, Canada",49.153231,-123.944962
371,Mischief Under $5000,2013,1,6XX GRANVILLE ST,"600 GRANVILLE ST ,Vancouver, Canada",49.283586,-123.116467
372,Mischief Under $5000,2013,1,7XX PACIFIC BLVD,"700 PACIFIC BLVD ,Vancouver, Canada",49.276711,-123.109142
373,Mischief Under $5000,2013,1,27XX E 54TH AVE,"2700 E 54TH AVE ,Vancouver, Canada",49.220194,-123.05276
374,Mischief Under $5000,2013,1,78XX OSLER ST,"7800 OSLER ST ,Vancouver, Canada",49.214818,-123.131421
375,Mischief Under $5000,2013,1,CHESTNUT ST / WHYTE AVE,"CHESTNUT ST / WHYTE AVE ,Vancouver, Canada",49.275786,-123.140415
376,Mischief Under $5000,2013,1,1XX W HASTINGS ST,"100 W HASTINGS ST ,Vancouver, Canada",49.282013,-123.107182
377,Mischief Under $5000,2013,1,10XX HOWE ST,"1000 HOWE ST ,Vancouver, Canada",49.279885,-123.124024
378,Mischief Under $5000,2013,1,25XX E 10TH AVE,"2500 E 10TH AVE ,Vancouver, Canada",49.26101,-123.054741
379,Mischief Under $5000,2013,1,DUNBAR ST / W 41ST AVE,"DUNBAR ST / W 41ST AVE ,Vancouver, Canada",49.233379,-123.112727
380,Mischief Under $5000,2013,1,72XX KNIGHT ST,"7200 KNIGHT ST ,Vancouver, Canada",49.218847,-123.076974
381,Mischief Under $5000,2013,1,22XX COMMERCIAL DR,"2200 COMMERCIAL DR ,Vancouver, Canada",49.265079,-123.06974
382,Mischief Under $5000,2013,1,8XX GRANVILLE ST,"800 GRANVILLE ST ,Vancouver, Canada",49.279222,-123.12295
383,Mischief Under $5000,2013,1,35XX NORMANDY DR,"3500 NORMANDY DR ,Vancouver, Canada",49.252073,-123.028111
384,Mischief Under $5000,2013,1,16XX DAVIE ST,"1600 DAVIE ST ,Vancouver, Canada",49.285226,-123.138668
385,Mischief Under $5000,2013,1,40XX W 38TH AVE,"4000 W 38TH AVE ,Vancouver, Canada",49.237615,-123.193705
386,Mischief Under $5000,2013,1,38XX W 8TH AVE,"3800 W 8TH AVE ,Vancouver, Canada",49.265263,-123.187733
387,Mischief Under $5000,2013,1,63XX VICTORIA DR,"6300 VICTORIA DR ,Vancouver, Canada",49.227178,-123.065678
388,Mischief Under $5000,2013,1,32XX E 14TH AVE,"3200 E 14TH AVE ,Vancouver, Canada",49.257231,-123.03654
389,Mischief Under $5000,2013,1,24XX KINGSWAY AVE,"2400 KINGSWAY AVE ,Vancouver, Canada",49.336541,-123.179113
390,Mischief Under $5000,2013,1,43XX ELGIN ST,"4300 ELGIN ST ,Vancouver, Canada",49.246535,-123.082709
391,Mischief Under $5000,2013,1,GRAVELEY ST / VICTORIA DR,"GRAVELEY ST / VICTORIA DR ,Vancouver, Canada",49.280485,-123.065577
392,Mischief Under $5000,2013,1,8XX QUEBEC ST,"800 QUEBEC ST ,Vancouver, Canada",49.277141,-123.102133
393,Mischief Under $5000,2013,1,13XX JERVIS ST,"1300 JERVIS ST ,Vancouver, Canada",49.282112,-123.13601
394,Mischief Under $5000,2013,1,2XX UNION ST,"200 UNION ST ,Vancouver, Canada",49.27767,-123.099076
395,Mischief Under $5000,2013,1,28XX E 8TH AVE,"2800 E 8TH AVE ,Vancouver, Canada",49.262942,-123.047012
396,Mischief Under $5000,2013,1,14XX E 3RD AVE,"1400 E 3RD AVE ,Vancouver, Canada",49.26784,-123.075179
397,Mischief Under $5000,2013,1,25XX TRINITY ST,"2500 TRINITY ST ,Vancouver, Canada",49.289707,-123.054568
398,Mischief Under $5000,2013,1,4XX E 5TH AVE,"400 E 5TH AVE ,Vancouver, Canada",49.266212,-123.095577
399,Mischief Under $5000,2013,1,3XX E HASTINGS ST,"300 E HASTINGS ST ,Vancouver, Canada",49.281302,-123.097474
400,Mischief Under $5000,2013,1,9XX MAINLAND ST,"900 MAINLAND ST ,Vancouver, Canada",49.277772,-123.117489
401,Mischief Under $5000,2013,1,CAMBIE ST / W BROADWAY AVE,"CAMBIE ST / W BROADWAY AVE ,Vancouver, Canada",49.263086,-123.108149
402,Mischief Under $5000,2013,1,KINGSWAY AVE / VICTORIA DR,"KINGSWAY AVE / VICTORIA DR ,Vancouver, Canada",49.280485,-123.065577
403,Mischief Under $5000,2013,1,24XX E BROADWAY AVE,"2400 E BROADWAY AVE ,Vancouver, Canada",49.262033,-123.056201
404,Mischief Under $5000,2013,1,13XX E BROADWAY AVE,"1300 E BROADWAY AVE ,Vancouver, Canada",49.262344,-123.077459
405,Mischief Under $5000,2013,1,8XX E 15TH AVE,"800 E 15TH AVE ,Vancouver, Canada",49.257077,-123.087264
406,Mischief Under $5000,2013,1,5XX E 11TH AVE,"500 E 11TH AVE ,Vancouver, Canada",49.260654,-123.093033
407,Mischief Under $5000,2013,1,64XX CHESTER ST,"6400 CHESTER ST ,Vancouver, Canada",49.226434,-123.089373
408,Mischief Under $5000,2013,1,7XX GRANVILLE ST,"700 GRANVILLE ST ,Vancouver, Canada",49.282527,-123.118143
409,Mischief Under $5000,2013,1,1XX E 5TH AVE,"100 E 5TH AVE ,Vancouver, Canada",49.266463,-123.102822
410,Mischief Under $5000,2013,1,4XX CARRALL ST,"400 CARRALL ST ,Vancouver, Canada",49.28154,-123.104358
411,Mischief Under $5000,2013,1,62XX KILLARNEY ST,"6200 KILLARNEY ST ,Vancouver, Canada",49.226529,-123.045599
